sale_date,store_id,sales_channel,total_transactions,total_units_sold,total_revenue,total_gross_profit,avg_order_value
2026-03-09,STR-109,Mobile App,1,1,22754.1,7726.41,22754.1
2026-03-09,STR-109,Online,1,3,4933.18,1000.39,4933.18
2026-03-09,STR-110,In-Store,1,2,11320.13,2300.75,11320.13
2026-03-09,STR-110,Mobile App,1,5,64488.4,14234.55,64488.4
2026-03-09,STR-111,In-Store,1,4,42569.42,13618.06,42569.42
2026-03-09,STR-113,Online,1,4,76637.5,17685.98,76637.5
2026-03-10,STR-101,Online,2,8,34861.02,9474.33,17430.51
2026-03-10,STR-105,In-Store,1,4,22364.26,5403.1,22364.26
2026-03-10,STR-105,Online,1,4,41098.84,12145.2,41098.84
2026-03-10,STR-107,In-Store,1,1,18738.22,4325.21,18738.22
2026-03-10,STR-107,Mobile App,1,5,24748.74,10003.74,24748.74
2026-03-10,STR-108,In-Store,1,2,3440.61,1044.11,3440.61
2026-03-10,STR-110,Mobile App,2,3,51513.68,11439.03,25756.84
2026-03-10,STR-112,In-Store,1,5,22834.24,3858.34,22834.24
2026-03-10,STR-114,Mobile App,1,1,6325.95,1816.26,6325.95
2026-03-10,STR-114,Online,1,5,10603.45,2544.6,10603.45
2026-03-11,STR-100,In-Store,1,3,3168.6,1123.17,3168.6
2026-03-11,STR-100,Mobile App,1,1,4852.28,1057.1,4852.28
2026-03-11,STR-101,Online,1,3,9840.74,2631.68,9840.74
2026-03-11,STR-103,Mobile App,1,2,22663.13,4436.19,22663.13
2026-03-11,STR-106,In-Store,1,4,74173.12,21833.52,74173.12
2026-03-11,STR-108,In-Store,1,2,45080.88,15605.12,45080.88
2026-03-11,STR-108,Online,1,2,28166.58,6046.74,28166.58
2026-03-11,STR-111,Mobile App,1,4,42808.14,6354.26,42808.14
2026-03-11,STR-113,Online,1,1,10051.11,2813.27,10051.11
2026-03-11,STR-114,Online,1,5,8787.72,3051.52,8787.72
2026-03-12,STR-101,Mobile App,1,2,3721.86,1427.38,3721.86
2026-03-12,STR-103,Mobile App,1,1,12721.66,4380.59,12721.66
2026-03-12,STR-105,Online,2,8,36939.52,10497.24,18469.76
2026-03-12,STR-107,Mobile App,1,2,11986.02,2966.64,11986.02
2026-03-12,STR-108,In-Store,1,2,17388.47,6044.31,17388.47
2026-03-12,STR-109,In-Store,2,4,47961.01,12680.37,23980.5
2026-03-12,STR-111,In-Store,1,3,15413.11,4027.57,15413.11
2026-03-12,STR-111,Online,1,1,8733.5,1495.09,8733.5
2026-03-12,STR-112,Mobile App,2,4,64522.69,5712.49,32261.34
2026-03-12,STR-113,In-Store,1,5,88114.24,6467.24,88114.24
2026-03-13,STR-100,In-Store,1,3,39289.02,15163.62,39289.02
2026-03-13,STR-102,Online,1,3,52868.54,3880.34,52868.54
2026-03-13,STR-103,Mobile App,1,2,6141.07,1939.31,6141.07
2026-03-13,STR-107,Mobile App,1,2,36862.94,9669.68,36862.94
2026-03-13,STR-111,In-Store,2,8,178672.41,51175.46,89336.2
2026-03-13,STR-112,Mobile App,1,3,37324.57,13199.17,37324.57
2026-03-13,STR-113,In-Store,2,4,31822.2,7588.24,15911.1
2026-03-14,STR-100,In-Store,1,3,18977.86,5448.79,18977.86
2026-03-14,STR-101,In-Store,1,5,115621.22,38086.47,115621.22
2026-03-14,STR-101,Mobile App,1,5,10751.9,4760.65,10751.9
2026-03-14,STR-102,Online,3,7,36452.24,10868.54,12150.75
2026-03-14,STR-103,In-Store,1,1,9779.31,2715.38,9779.31
2026-03-14,STR-104,In-Store,1,3,62070.34,15549.49,62070.34
2026-03-14,STR-106,In-Store,1,1,4949.75,2000.75,4949.75
2026-03-14,STR-106,Online,1,5,101431.98,27742.58,101431.98
2026-03-14,STR-107,Online,1,5,65126.16,16016.16,65126.16
2026-03-14,STR-108,In-Store,1,3,38693.04,8540.73,38693.04
2026-03-14,STR-108,Online,2,8,90590.7,28791.29,45295.35
2026-03-14,STR-109,In-Store,1,3,50689.78,8442.22,50689.78
2026-03-14,STR-109,Mobile App,2,6,32066.3,12483.28,16033.15
2026-03-14,STR-109,Online,1,2,47903.36,17847.98,47903.36
2026-03-14,STR-110,Mobile App,1,2,27522.54,4351.88,27522.54
2026-03-14,STR-110,Online,1,4,82760.45,20732.65,82760.45
2026-03-14,STR-112,Mobile App,3,5,73052.56,19026.65,24350.85
2026-03-14,STR-113,In-Store,1,5,74817.47,19517.87,74817.47
2026-03-14,STR-114,Online,3,4,37610.75,9780.17,12536.92
2026-03-15,STR-102,In-Store,1,2,13179.22,3683.88,13179.22
2026-03-15,STR-105,In-Store,1,2,35208.22,13088.38,35208.22
2026-03-15,STR-106,In-Store,1,2,44348.24,7552.84,44348.24
2026-03-15,STR-108,Mobile App,1,2,34502.11,8941.15,34502.11
2026-03-15,STR-109,In-Store,1,2,25357.83,8900.49,25357.83
2026-03-15,STR-109,Mobile App,1,2,8857.44,2959.44,8857.44
2026-03-15,STR-111,Mobile App,1,1,16409.09,3560.67,16409.09
2026-03-15,STR-112,Mobile App,1,2,1778.86,415.24,1778.86
2026-03-15,STR-113,In-Store,1,3,5160.91,1566.16,5160.91
2026-03-16,STR-100,In-Store,1,2,21743.84,4096.0,21743.84
2026-03-16,STR-100,Mobile App,3,10,150273.7,27972.42,50091.23
2026-03-16,STR-100,Online,1,2,8857.44,2959.44,8857.44
2026-03-16,STR-101,In-Store,2,7,134846.4,41263.14,67423.2
2026-03-16,STR-101,Online,1,4,19838.14,2765.82,19838.14
2026-03-16,STR-102,Online,2,6,114995.08,29552.9,57497.54
2026-03-16,STR-104,Online,1,2,39539.13,5874.55,39539.13
2026-03-16,STR-105,Online,1,2,3905.43,1283.57,3905.43
2026-03-16,STR-106,Mobile App,1,2,14989.23,386.25,14989.23
2026-03-16,STR-107,Online,2,6,93618.68,15612.08,46809.34
2026-03-16,STR-109,In-Store,1,1,20274.45,5720.67,20274.45
2026-03-16,STR-110,In-Store,1,3,47616.18,12752.64,47616.18
2026-03-16,STR-110,Mobile App,3,10,110677.61,27556.5,36892.54
2026-03-16,STR-110,Online,1,2,36064.7,6588.94,36064.7
2026-03-16,STR-114,Mobile App,1,4,39043.9,10090.26,39043.9
2026-03-17,STR-100,Online,1,3,52868.54,3880.34,52868.54
2026-03-17,STR-101,Mobile App,2,8,104341.89,14252.38,52170.95
2026-03-17,STR-102,Mobile App,1,2,22263.78,6180.18,22263.78
2026-03-17,STR-102,Online,1,3,59308.69,8811.82,59308.69
2026-03-17,STR-105,In-Store,2,3,41580.73,12283.57,20790.36
2026-03-17,STR-105,Mobile App,1,3,37019.08,7553.08,37019.08
2026-03-17,STR-105,Online,1,1,19161.34,4133.65,19161.34
2026-03-17,STR-106,Mobile App,1,5,75392.28,17286.38,75392.28
2026-03-17,STR-106,Online,2,9,87679.31,33424.23,43839.66
2026-03-17,STR-107,In-Store,1,4,76379.01,4635.61,76379.01
2026-03-17,STR-108,Mobile App,1,5,82535.96,6689.46,82535.96
2026-03-17,STR-108,Online,1,3,54126.6,15626.1,54126.6
2026-03-17,STR-113,Online,1,5,14578.88,2563.78,14578.88
2026-03-17,STR-114,Mobile App,1,1,14681.82,1833.4,14681.82
2026-03-18,STR-100,Online,1,4,13120.99,3508.91,13120.99
2026-03-18,STR-107,In-Store,1,1,5895.97,1148.3,5895.97
2026-03-18,STR-109,Mobile App,1,1,19159.37,4421.49,19159.37
2026-03-18,STR-110,Mobile App,1,1,12697.65,1076.47,12697.65
2026-03-18,STR-110,Online,1,2,39420.66,2625.26,39420.66
2026-03-18,STR-111,Online,1,4,83729.92,16400.76,83729.92
2026-03-18,STR-113,Online,1,3,5483.47,1888.72,5483.47
2026-03-18,STR-114,Mobile App,1,3,27612.17,6420.38,27612.17
2026-03-18,STR-114,Online,1,1,9760.97,2522.56,9760.97
2026-03-19,STR-100,In-Store,1,5,82045.47,17803.37,82045.47
2026-03-19,STR-101,Online,1,4,7399.76,2156.04,7399.76
2026-03-19,STR-103,In-Store,1,5,88080.58,22656.08,88080.58
2026-03-19,STR-104,In-Store,1,1,6988.83,2748.54,6988.83
2026-03-19,STR-104,Online,1,4,58727.28,7333.6,58727.28
2026-03-19,STR-105,Online,1,4,50790.59,4305.87,50790.59
2026-03-19,STR-106,Mobile App,1,4,24797.68,7725.36,24797.68
2026-03-19,STR-107,Online,1,5,98896.14,26831.09,98896.14
2026-03-19,STR-108,Online,2,7,16941.53,4066.64,8470.76
2026-03-19,STR-109,In-Store,1,2,21937.23,2293.23,21937.23
2026-03-19,STR-110,In-Store,1,2,26939.99,10257.85,26939.99
2026-03-19,STR-112,In-Store,3,5,77824.84,23169.25,25941.61
2026-03-19,STR-112,Mobile App,1,2,30668.54,5107.58,30668.54
2026-03-19,STR-112,Online,1,4,58485.41,12144.09,58485.41
2026-03-19,STR-113,In-Store,1,3,39075.69,9609.69,39075.69
2026-03-19,STR-114,In-Store,1,4,23762.02,6800.86,23762.02
2026-03-20,STR-101,Mobile App,1,1,6944.15,1855.13,6944.15
2026-03-20,STR-102,Mobile App,1,2,3928.63,1634.15,3928.63
2026-03-20,STR-105,In-Store,2,9,71765.81,21725.13,35882.9
2026-03-20,STR-105,Mobile App,1,2,24883.05,8799.45,24883.05
2026-03-20,STR-106,Online,1,1,5895.97,1148.3,5895.97
2026-03-20,STR-108,Mobile App,1,5,43471.17,15110.77,43471.17
2026-03-20,STR-108,Online,1,2,31687.4,9567.56,31687.4
2026-03-20,STR-109,Online,2,8,128030.96,29932.76,64015.48
2026-03-20,STR-111,Online,1,2,23573.41,7489.81,23573.41
2026-03-20,STR-113,In-Store,1,2,20535.85,2888.01,20535.85
2026-03-20,STR-113,Mobile App,1,3,20832.45,5565.39,20832.45
2026-03-20,STR-114,Online,1,3,2835.06,789.63,2835.06
2026-03-21,STR-103,In-Store,1,1,17952.63,3870.11,17952.63
2026-03-21,STR-108,In-Store,1,1,6578.67,1489.65,6578.67
2026-03-21,STR-108,Online,1,5,46841.35,10333.9,46841.35
2026-03-21,STR-109,In-Store,1,2,5163.57,889.71,5163.57
2026-03-21,STR-110,In-Store,1,3,51753.17,13411.73,51753.17
2026-03-21,STR-111,In-Store,1,2,46812.03,10016.63,46812.03
2026-03-21,STR-112,Online,1,2,3870.68,1474.18,3870.68
2026-03-21,STR-114,Mobile App,1,1,4168.21,1219.21,4168.21
2026-03-21,STR-114,Online,1,4,50790.59,4305.87,50790.59
2026-03-22,STR-100,In-Store,1,3,68025.05,14217.5,68025.05
2026-03-22,STR-100,Online,2,6,105026.78,27787.45,52513.39
2026-03-22,STR-103,In-Store,1,4,13120.99,3508.91,13120.99
2026-03-22,STR-103,Online,1,5,87549.48,19566.33,87549.48
2026-03-22,STR-104,In-Store,2,3,35427.27,10136.4,17713.64
2026-03-22,STR-104,Mobile App,1,5,4725.11,1316.06,4725.11
2026-03-22,STR-105,Mobile App,1,5,101440.87,11761.62,101440.87
2026-03-22,STR-106,In-Store,2,6,102294.55,25291.0,51147.27
2026-03-22,STR-106,Mobile App,1,4,66028.77,5351.57,66028.77
2026-03-22,STR-108,Mobile App,1,3,30153.34,8439.82,30153.34
2026-03-22,STR-110,In-Store,2,8,73002.78,18510.14,36501.39
2026-03-22,STR-110,Mobile App,1,3,29337.93,8146.14,29337.93
2026-03-22,STR-111,Mobile App,1,5,54843.08,5733.08,54843.08
2026-03-22,STR-113,In-Store,1,2,18919.74,4444.06,18919.74
2026-03-22,STR-114,In-Store,1,2,4876.7,602.84,4876.7
2026-03-23,STR-100,Online,1,1,2581.79,444.86,2581.79
2026-03-23,STR-101,In-Store,2,10,183859.75,64657.75,91929.88
2026-03-23,STR-103,In-Store,1,2,23946.66,7264.52,23946.66
2026-03-23,STR-105,Online,1,2,33176.65,5983.39,33176.65
2026-03-23,STR-106,In-Store,1,3,71855.04,26771.97,71855.04
2026-03-23,STR-107,Mobile App,1,3,3168.6,1123.17,3168.6
2026-03-23,STR-109,In-Store,1,3,47531.1,14351.34,47531.1
2026-03-23,STR-109,Mobile App,1,4,32533.92,9638.2,32533.92
2026-03-23,STR-110,Mobile App,1,5,43059.6,14439.95,43059.6
2026-03-23,STR-111,In-Store,1,3,23184.62,6168.38,23184.62
2026-03-23,STR-111,Online,2,7,121766.25,21727.05,60883.12
2026-03-23,STR-113,Online,2,3,27866.11,7885.59,13933.06
2026-03-24,STR-100,Online,1,4,97365.24,35337.44,97365.24
2026-03-24,STR-105,In-Store,1,5,90161.76,16472.36,90161.76
2026-03-24,STR-105,Online,1,1,12697.65,1076.47,12697.65
2026-03-24,STR-106,In-Store,1,3,7315.06,904.27,7315.06
2026-03-24,STR-106,Mobile App,1,3,31063.69,9871.9,31063.69
2026-03-24,STR-108,Mobile App,1,3,15630.78,6783.78,15630.78
2026-03-24,STR-109,Mobile App,2,7,49565.34,8337.6,24782.67
2026-03-24,STR-112,Online,1,1,1696.55,84.78,1696.55
2026-03-24,STR-113,Mobile App,1,2,9919.07,1382.91,9919.07
2026-03-24,STR-113,Online,1,4,25159.79,8198.63,25159.79
2026-03-24,STR-114,Online,1,4,49766.09,17598.89,49766.09
2026-03-25,STR-100,In-Store,1,2,22663.13,4436.19,22663.13
2026-03-25,STR-101,Mobile App,1,2,11986.02,2966.64,11986.02
2026-03-25,STR-102,Mobile App,1,4,88114.24,22796.64,88114.24
2026-03-25,STR-102,Online,1,1,17201.59,5616.26,17201.59
2026-03-25,STR-103,Mobile App,1,3,52868.54,3880.34,52868.54
2026-03-25,STR-104,Mobile App,1,1,1952.72,641.79,1952.72
2026-03-25,STR-105,Mobile App,1,2,26192.68,10109.08,26192.68
2026-03-25,STR-107,In-Store,1,3,32615.76,6144.0,32615.76
2026-03-25,STR-108,Mobile App,1,5,44499.28,7991.83,44499.28
2026-03-25,STR-109,In-Store,2,6,112761.66,27723.0,56380.83
2026-03-25,STR-110,Mobile App,1,5,74173.12,8748.62,74173.12
2026-03-25,STR-112,Mobile App,1,2,2223.58,859.96,2223.58
2026-03-25,STR-113,In-Store,1,2,34280.18,8613.18,34280.18
2026-03-25,STR-114,In-Store,1,5,63608.3,21902.95,63608.3
2026-03-25,STR-114,Online,1,2,30156.91,6914.55,30156.91
2026-03-26,STR-101,In-Store,1,5,99128.52,17481.52,99128.52
2026-03-26,STR-106,Online,1,4,93033.24,25704.08,93033.24
2026-03-26,STR-107,In-Store,2,5,39965.78,7089.72,19982.89
2026-03-26,STR-107,Mobile App,1,5,98896.14,26831.09,98896.14
2026-03-26,STR-107,Online,1,4,6138.3,368.74,6138.3
2026-03-26,STR-109,In-Store,1,5,74817.47,19517.87,74817.47
2026-03-26,STR-109,Mobile App,1,2,48682.62,17668.72,48682.62
2026-03-26,STR-110,Mobile App,1,4,30620.16,7724.44,30620.16
2026-03-26,STR-114,Mobile App,1,3,36416.98,6264.67,36416.98
2026-03-26,STR-114,Online,1,2,35232.23,9062.43,35232.23
2026-03-27,STR-100,Mobile App,1,5,74833.3,33127.95,74833.3
2026-03-27,STR-101,Mobile App,2,7,121057.5,39175.66,60528.75
2026-03-27,STR-102,Mobile App,1,4,47299.36,18348.0,47299.36
2026-03-27,STR-104,Mobile App,1,4,3780.09,1052.85,3780.09
2026-03-27,STR-105,Mobile App,1,1,7655.04,1931.11,7655.04
2026-03-27,STR-107,Online,1,4,63047.15,10707.55,63047.15
2026-03-27,STR-108,Mobile App,1,3,5272.63,1830.91,5272.63
2026-03-27,STR-111,Online,1,5,43059.6,14439.95,43059.6
2026-03-27,STR-112,In-Store,1,4,63488.24,17003.52,63488.24
2026-03-27,STR-113,In-Store,1,3,23889.09,1984.62,23889.09
2026-03-28,STR-100,In-Store,1,3,44899.98,19876.77,44899.98
2026-03-28,STR-102,In-Store,1,5,119758.4,44619.95,119758.4
2026-03-28,STR-102,Mobile App,1,3,56214.65,12975.62,56214.65
2026-03-28,STR-102,Online,2,7,113967.18,29164.58,56983.59
2026-03-28,STR-103,In-Store,1,1,23258.31,6426.02,23258.31
2026-03-28,STR-106,In-Store,1,3,37015.97,9746.21,37015.97
2026-03-28,STR-106,Mobile App,1,4,4002.44,1275.2,4002.44
2026-03-28,STR-107,Online,1,5,68806.36,10879.71,68806.36
2026-03-28,STR-109,In-Store,3,11,180062.07,29657.8,60020.69
2026-03-28,STR-110,In-Store,2,5,99580.59,22641.81,49790.3
2026-03-28,STR-110,Online,2,7,113973.31,16367.45,56986.66
2026-03-28,STR-111,Mobile App,1,1,18724.28,2394.88,18724.28
2026-03-28,STR-112,In-Store,1,1,21120.74,7038.22,21120.74
2026-03-28,STR-114,Online,1,5,90211.0,26043.5,90211.0
2026-03-29,STR-100,Online,1,4,23583.86,4593.18,23583.86
2026-03-29,STR-102,Mobile App,1,3,36416.98,6264.67,36416.98
2026-03-29,STR-102,Online,2,6,89752.47,15071.79,44876.24
2026-03-29,STR-103,In-Store,1,2,39204.58,8865.98,39204.58
2026-03-29,STR-103,Mobile App,1,5,9304.65,3568.45,9304.65
2026-03-29,STR-103,Online,1,1,9368.27,2066.78,9368.27
2026-03-29,STR-104,Mobile App,2,9,91767.42,26372.26,45883.71
2026-03-29,STR-105,In-Store,1,1,13469.99,5128.92,13469.99
2026-03-29,STR-107,Online,1,4,76379.01,4635.61,76379.01
2026-03-29,STR-109,Online,1,5,104101.2,32036.15,104101.2
2026-03-29,STR-110,Mobile App,1,1,14966.66,6625.59,14966.66
2026-03-29,STR-112,In-Store,2,8,105170.18,9188.29,52585.09
2026-03-29,STR-112,Mobile App,1,4,18267.39,3086.67,18267.39
2026-03-29,STR-113,In-Store,2,6,41310.36,11054.4,20655.18
2026-03-29,STR-113,Mobile App,1,3,45521.22,15368.91,45521.22
2026-03-30,STR-100,Online,1,4,6577.57,1333.85,6577.57
2026-03-30,STR-101,Mobile App,1,5,39815.15,3307.7,39815.15
2026-03-30,STR-103,In-Store,1,2,12426.37,2248.33,12426.37
2026-03-30,STR-103,Online,1,5,95043.33,24630.73,95043.33
2026-03-30,STR-104,In-Store,1,3,44899.98,19876.77,44899.98
2026-03-30,STR-107,Mobile App,1,5,107407.98,17728.73,107407.98
2026-03-30,STR-108,Online,1,1,15335.87,2502.37,15335.87
2026-03-30,STR-109,Mobile App,1,5,15352.66,4848.26,15352.66
2026-03-30,STR-110,Mobile App,2,6,25525.63,4601.73,12762.81
2026-03-30,STR-111,In-Store,2,10,122618.63,35907.93,61309.32
2026-03-30,STR-111,Mobile App,1,2,46812.03,10016.63,46812.03
2026-03-30,STR-113,Mobile App,1,5,48319.64,4200.04,48319.64
2026-03-31,STR-100,Online,1,5,8221.96,1667.31,8221.96
2026-03-31,STR-103,In-Store,1,3,31927.07,10213.55,31927.07
2026-03-31,STR-105,Mobile App,1,2,32683.02,9512.36,32683.02
2026-03-31,STR-105,Online,1,4,57139.42,10654.7,57139.42
2026-03-31,STR-108,Mobile App,1,5,71091.63,29386.28,71091.63
2026-03-31,STR-111,In-Store,1,1,3232.14,1131.26,3232.14
2026-04-01,STR-100,Online,1,1,10968.62,1146.62,10968.62
2026-04-01,STR-102,Online,2,9,88811.21,23416.05,44405.6
2026-04-01,STR-104,In-Store,1,4,59866.64,26502.36,59866.64
2026-04-01,STR-106,Mobile App,2,4,30982.32,8479.6,15491.16
2026-04-01,STR-107,Online,1,2,11098.29,1602.95,11098.29
2026-04-01,STR-108,In-Store,1,4,31852.12,2646.16,31852.12
2026-04-01,STR-110,Online,1,2,34466.56,5359.0,34466.56
2026-04-01,STR-111,Mobile App,1,4,71810.52,15480.44,71810.52
2026-04-01,STR-112,In-Store,1,2,9704.55,2114.19,9704.55
2026-04-01,STR-113,Online,1,1,5423.13,1627.95,5423.13
2026-04-01,STR-114,Mobile App,2,6,67298.24,8369.84,33649.12
2026-04-02,STR-102,Mobile App,1,5,33294.5,10746.05,33294.5
2026-04-02,STR-102,Online,1,2,20709.13,6581.27,20709.13
2026-04-02,STR-103,In-Store,1,2,37086.56,10916.76,37086.56
2026-04-02,STR-107,Mobile App,1,2,21284.71,6809.03,21284.71
2026-04-02,STR-108,In-Store,2,9,78835.74,34403.15,39417.87
2026-04-02,STR-109,In-Store,1,5,113770.48,38632.03,113770.48
2026-04-02,STR-109,Mobile App,2,5,40150.16,8514.77,20075.08
2026-04-02,STR-109,Online,1,5,59665.48,18522.13,59665.48
2026-04-02,STR-110,Mobile App,1,4,93033.24,25704.08,93033.24
2026-04-02,STR-111,In-Store,1,1,10477.07,2435.27,10477.07
2026-04-03,STR-104,In-Store,1,5,67349.97,25644.62,67349.97
2026-04-03,STR-104,Online,2,2,13202.31,2936.0,6601.16
2026-04-03,STR-105,Online,1,1,10051.11,2813.27,10051.11
2026-04-03,STR-106,Online,1,5,70416.44,15116.84,70416.44
2026-04-03,STR-107,In-Store,2,6,63776.06,17136.22,31888.03
2026-04-03,STR-108,In-Store,1,3,35360.12,11234.72,35360.12
2026-04-03,STR-109,Online,2,6,118280.04,30362.72,59140.02
2026-04-03,STR-111,Mobile App,1,1,20358.93,5331.24,20358.93
2026-04-03,STR-111,Online,1,1,16723.9,5663.98,16723.9
2026-04-03,STR-114,Mobile App,1,3,17543.11,2276.05,17543.11
2026-04-04,STR-102,In-Store,2,5,74124.11,18618.66,37062.06
2026-04-04,STR-105,Mobile App,1,1,13424.73,5196.06,13424.73
2026-04-04,STR-106,Online,1,2,40129.41,11964.37,40129.41
2026-04-04,STR-107,Mobile App,1,5,83619.52,28319.92,83619.52
2026-04-04,STR-110,Mobile App,1,5,86007.95,28081.3,86007.95
2026-04-04,STR-112,In-Store,2,5,48305.34,7654.07,24152.67
2026-04-04,STR-112,Online,1,4,38641.04,15952.72,38641.04
2026-04-04,STR-113,In-Store,1,2,33447.81,11327.97,33447.81
2026-04-05,STR-101,Online,3,10,106227.32,27504.84,35409.11
2026-04-05,STR-102,In-Store,1,4,38655.71,3360.03,38655.71
2026-04-05,STR-104,Online,5,11,136329.03,38627.27,27265.81
2026-04-05,STR-105,Mobile App,1,4,55523.95,19164.27,55523.95
2026-04-05,STR-106,Mobile App,1,5,9249.7,2695.05,9249.7
2026-04-05,STR-107,In-Store,1,2,11320.13,2300.75,11320.13
2026-04-05,STR-107,Mobile App,1,4,57660.21,17457.13,57660.21
2026-04-05,STR-108,Mobile App,1,2,35019.79,7826.53,35019.79
2026-04-05,STR-112,Mobile App,2,3,15373.27,4895.15,7686.64
2026-04-05,STR-113,In-Store,1,1,5591.06,1350.77,5591.06
2026-04-06,STR-100,Online,1,1,2747.32,646.44,2747.32
2026-04-06,STR-101,In-Store,3,10,70627.28,16268.63,23542.43
2026-04-06,STR-101,Mobile App,1,3,32789.45,11597.66,32789.45
2026-04-06,STR-102,Online,1,2,15310.08,3862.22,15310.08
2026-04-06,STR-103,In-Store,1,5,15352.66,4848.26,15352.66
2026-04-06,STR-104,In-Store,1,4,42808.14,6354.26,42808.14
2026-04-06,STR-105,Online,2,6,52314.1,9574.78,26157.05
2026-04-06,STR-108,In-Store,1,1,2438.35,301.42,2438.35
2026-04-06,STR-108,Mobile App,1,2,30962.86,7792.2,30962.86
2026-04-06,STR-109,Online,1,4,47299.36,18348.0,47299.36
2026-04-06,STR-110,In-Store,1,3,19930.48,4182.04,19930.48
2026-04-06,STR-110,Online,1,5,77407.16,19480.51,77407.16
2026-04-06,STR-111,Online,1,2,29242.7,6072.04,29242.7
2026-04-06,STR-112,Mobile App,1,5,88486.02,16420.97,88486.02
2026-04-06,STR-113,Online,2,5,67188.74,18856.59,33594.37
2026-04-06,STR-114,Mobile App,1,2,28166.58,6046.74,28166.58
2026-04-07,STR-100,Online,2,7,80117.55,18231.51,40058.78
2026-04-07,STR-103,Mobile App,1,3,16783.56,1035.12,16783.56
2026-04-07,STR-106,In-Store,1,4,49766.09,17598.89,49766.09
2026-04-07,STR-106,Mobile App,1,1,2747.32,646.44,2747.32
2026-04-07,STR-108,Mobile App,1,2,33014.38,2675.78,33014.38
2026-04-07,STR-110,Mobile App,1,4,31852.12,2646.16,31852.12
2026-04-07,STR-110,Online,1,2,12485.57,2990.23,12485.57
2026-04-07,STR-111,In-Store,1,1,2725.22,588.29,2725.22
2026-04-07,STR-113,In-Store,1,1,11505.07,4441.14,11505.07
2026-04-07,STR-113,Mobile App,2,6,101877.38,21870.64,50938.69
2026-04-07,STR-113,Online,1,4,42808.14,6354.26,42808.14
2026-04-08,STR-101,Mobile App,1,3,28379.62,6666.1,28379.62
2026-04-08,STR-102,In-Store,1,5,8601.52,2610.27,8601.52
2026-04-08,STR-102,Mobile App,1,4,77892.19,15864.39,77892.19
2026-04-08,STR-105,Online,3,9,128964.34,28258.1,42988.11
2026-04-08,STR-107,In-Store,1,1,19825.7,3496.3,19825.7
2026-04-08,STR-107,Mobile App,2,4,81168.69,16301.22,40584.34
2026-04-08,STR-108,In-Store,1,2,31687.4,9567.56,31687.4
2026-04-08,STR-110,Mobile App,1,5,61693.28,16243.68,61693.28
2026-04-08,STR-112,Mobile App,3,8,143982.66,30409.24,47994.22
2026-04-08,STR-113,Online,2,8,37240.76,7272.6,18620.38
2026-04-09,STR-101,Mobile App,1,2,17467.01,2990.19,17467.01
2026-04-09,STR-101,Online,1,4,66624.77,8972.73,66624.77
2026-04-09,STR-103,Online,1,1,15872.06,4250.88,15872.06
2026-04-09,STR-104,Online,1,4,72988.02,14772.9,72988.02
2026-04-09,STR-105,Online,1,1,2294.92,157.99,2294.92
2026-04-09,STR-106,In-Store,1,2,46516.62,12852.04,46516.62
2026-04-09,STR-106,Mobile App,2,5,53594.66,15039.9,26797.33
2026-04-09,STR-108,Online,1,1,6993.15,1743.67,6993.15
2026-04-09,STR-112,Online,1,2,3308.32,1013.84,3308.32
2026-04-09,STR-113,Online,2,6,57179.47,15992.89,28589.74
2026-04-10,STR-108,Online,1,1,1827.82,629.57,1827.82
2026-04-10,STR-110,In-Store,2,2,10430.05,1579.87,5215.02
2026-04-10,STR-110,Online,1,5,45451.8,16832.15,45451.8
2026-04-10,STR-112,In-Store,1,4,13849.94,4237.86,13849.94
2026-04-11,STR-101,Mobile App,1,3,19976.7,6447.63,19976.7
2026-04-11,STR-101,Online,1,3,42654.98,17631.77,42654.98
2026-04-11,STR-102,Online,1,2,34502.11,8941.15,34502.11
2026-04-11,STR-103,In-Store,1,2,39204.58,8865.98,39204.58
2026-04-11,STR-103,Mobile App,1,5,104101.2,32036.15,104101.2
2026-04-11,STR-103,Online,1,5,31065.93,5620.83,31065.93
2026-04-11,STR-105,In-Store,1,4,40290.02,3836.14,40290.02
2026-04-11,STR-109,In-Store,1,5,76679.35,12511.85,76679.35
2026-04-11,STR-109,Mobile App,1,4,47146.82,14979.62,47146.82
2026-04-11,STR-110,Online,1,1,19473.05,3966.1,19473.05
2026-04-11,STR-112,In-Store,1,2,41864.96,8200.38,41864.96
2026-04-11,STR-112,Online,1,3,64444.79,10637.24,64444.79
2026-04-11,STR-113,In-Store,1,1,4428.72,1479.72,4428.72
2026-04-12,STR-100,In-Store,1,1,19602.29,4432.99,19602.29
2026-04-12,STR-100,Mobile App,2,8,68820.62,26328.78,34410.31
2026-04-12,STR-100,Online,1,2,3452.8,568.02,3452.8
2026-04-12,STR-102,In-Store,1,2,31744.12,8501.76,31744.12
2026-04-12,STR-105,In-Store,1,2,32818.19,7121.35,32818.19
2026-04-12,STR-105,Mobile App,1,5,73725.88,5742.73,73725.88
2026-04-12,STR-107,Mobile App,1,1,2908.93,808.05,2908.93
2026-04-12,STR-109,Mobile App,2,7,129085.49,28194.42,64542.74
2026-04-12,STR-110,In-Store,1,2,26849.47,10392.13,26849.47
2026-04-12,STR-111,Online,1,5,67456.25,9350.35,67456.25
2026-04-12,STR-114,In-Store,1,1,2908.93,808.05,2908.93
2026-04-13,STR-100,In-Store,1,4,52385.36,20218.16,52385.36
