transaction_id,transaction_timestamp,store_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method,sales_channel,api_ingestion_flag,sale_date,year,month,day_of_week,category,cost_price,net_unit_price,calculated_total,total_cost,gross_profit
TXN-101394,2026-03-03 21:33:00,STR-114,CUST-5156,PRD-1004,5,18042.2,0.2,72168.8,Cash,Online,,2026-03-03,2026,3,Tuesday,Clothing,12833.5,14433.760000000002,72168.8,64167.5,8001.3
TXN-101395,2026-05-20 19:57:00,STR-101,CUST-5149,PRD-1025,5,12590.63,0.0,62953.15,Net Banking,Online,,2026-05-20,2026,5,Wednesday,Sports & Outdoors,9113.47,12590.63,62953.15,45567.35,17385.8
TXN-101396,2026-03-28 14:16:00,STR-103,CUST-5085,PRD-1041,1,23258.31,0.0,23258.31,UPI,In-Store,,2026-03-28,2026,3,Saturday,Clothing,16832.29,23258.31,23258.31,16832.29,6426.02
TXN-101397,2026-06-19 08:15:00,STR-107,CUST-5018,PRD-1013,5,24637.91,0.1,110870.6,Cash,Mobile App,,2026-06-19,2026,6,Friday,Home & Kitchen,18397.7,22174.119,110870.6,91988.5,18882.1
TXN-101398,2026-01-19 14:38:00,STR-111,CUST-5156,PRD-1044,1,2067.7,0.1,1860.93,UPI,Mobile App,,2026-01-19,2026,1,Monday,Clothing,1147.24,1860.9299999999998,1860.93,1147.24,713.69
TXN-101399,2026-01-11 09:02:00,STR-107,CUST-5129,PRD-1030,2,3232.14,0.1,5817.85,Credit Card,Mobile App,,2026-01-11,2026,1,Sunday,Home & Kitchen,2100.88,2908.926,5817.85,4201.76,1616.09
TXN-101400,2026-03-19 20:54:00,STR-114,CUST-5058,PRD-1022,4,6988.83,0.15,23762.02,UPI,In-Store,,2026-03-19,2026,3,Thursday,Clothing,4240.29,5940.5055,23762.02,16961.16,6800.86
TXN-101401,2026-06-05 21:24:00,STR-110,CUST-5175,PRD-1001,2,18543.28,0.2,29669.25,UPI,Mobile App,,2026-06-05,2026,6,Friday,Clothing,13084.9,14834.624,29669.25,26169.8,3499.45
TXN-101402,2026-04-07 19:08:00,STR-106,CUST-5179,PRD-1030,1,3232.14,0.15,2747.32,Net Banking,Mobile App,,2026-04-07,2026,4,Tuesday,Home & Kitchen,2100.88,2747.319,2747.32,2100.88,646.44
TXN-101403,2026-01-31 17:57:00,STR-105,CUST-5090,PRD-1008,1,2868.65,0.15,2438.35,Credit Card,Online,,2026-01-31,2026,1,Saturday,Beauty & Care,2136.93,2438.3525,2438.35,2136.93,301.42
TXN-101404,2026-03-01 09:37:00,STR-100,CUST-5058,PRD-1027,1,2055.49,0.05,1952.72,Net Banking,Mobile App,,2026-03-01,2026,3,Sunday,Sports & Outdoors,1310.93,1952.7154999999998,1952.72,1310.93,641.79
TXN-101405,2026-01-12 20:00:00,STR-113,CUST-5184,PRD-1048,5,13710.77,0.2,54843.08,Credit Card,In-Store,,2026-01-12,2026,1,Monday,Clothing,9822.0,10968.616000000002,54843.08,49110.0,5733.08
TXN-101406,2026-04-23 10:18:00,STR-100,CUST-5080,PRD-1004,1,18042.2,0.05,17140.09,Debit Card,Mobile App,,2026-04-23,2026,4,Thursday,Clothing,12833.5,17140.09,17140.09,12833.5,4306.59
TXN-101407,2026-02-03 17:25:00,STR-107,CUST-5168,PRD-1041,2,23258.31,0.1,41864.96,UPI,Mobile App,,2026-02-03,2026,2,Tuesday,Clothing,16832.29,20932.479000000003,41864.96,33664.58,8200.38
TXN-101408,2026-05-20 11:31:00,STR-111,CUST-5188,PRD-1004,1,18042.2,0.1,16237.98,Debit Card,In-Store,,2026-05-20,2026,5,Wednesday,Clothing,12833.5,16237.980000000001,16237.98,12833.5,3404.48
TXN-101409,2026-05-22 12:55:00,STR-110,CUST-5062,PRD-1028,3,6658.9,0.1,17979.03,Cash,Online,,2026-05-22,2026,5,Friday,Sports & Outdoors,4509.69,5993.01,17979.03,13529.07,4449.96
TXN-101410,2026-01-27 08:22:00,STR-114,CUST-5105,PRD-1020,5,2120.69,0.2,8482.76,Cash,Online,,2026-01-27,2026,1,Tuesday,Home & Kitchen,1611.77,1696.5520000000001,8482.76,8058.85,423.91
TXN-101411,2026-02-05 21:33:00,STR-103,CUST-5078,PRD-1017,1,11824.84,0.05,11233.6,Cash,In-Store,,2026-02-05,2026,2,Thursday,Clothing,7237.84,11233.598,11233.6,7237.84,3995.76
TXN-101412,2026-01-10 11:44:00,STR-107,CUST-5166,PRD-1007,3,23951.68,0.05,68262.29,Net Banking,In-Store,,2026-01-10,2026,1,Saturday,Clothing,15027.69,22754.095999999998,68262.29,45083.07,23179.22
TXN-101413,2026-03-11 12:37:00,STR-106,CUST-5076,PRD-1001,4,18543.28,0.0,74173.12,UPI,In-Store,,2026-03-11,2026,3,Wednesday,Clothing,13084.9,18543.28,74173.12,52339.6,21833.52
TXN-101414,2026-05-07 08:55:00,STR-106,CUST-5098,PRD-1017,5,11824.84,0.15,50255.57,Net Banking,In-Store,,2026-05-07,2026,5,Thursday,Clothing,7237.84,10051.114,50255.57,36189.2,14066.37
TXN-101415,2026-02-17 18:27:00,STR-108,CUST-5013,PRD-1014,2,7309.63,0.15,12426.37,Debit Card,In-Store,,2026-02-17,2026,2,Tuesday,Beauty & Care,5089.02,6213.1855,12426.37,10178.04,2248.33
TXN-101416,2026-06-05 20:57:00,STR-105,CUST-5067,PRD-1034,3,9660.26,0.0,28980.78,Cash,In-Store,,2026-06-05,2026,6,Friday,Clothing,5672.08,9660.26,28980.78,17016.24,11964.54
TXN-101417,2026-06-09 14:55:00,STR-106,CUST-5186,PRD-1048,1,13710.77,0.1,12339.69,UPI,In-Store,,2026-06-09,2026,6,Tuesday,Clothing,9822.0,12339.693000000001,12339.69,9822.0,2517.69
TXN-101418,2026-05-17 15:27:00,STR-109,CUST-5184,PRD-1035,4,15173.74,0.1,54625.46,Cash,Mobile App,,2026-05-17,2026,5,Sunday,Electronics,10050.77,13656.366,54625.46,40203.08,14422.38
TXN-101419,2026-04-30 19:59:00,STR-103,CUST-5033,PRD-1016,2,15423.32,0.15,26219.64,UPI,Online,,2026-04-30,2026,4,Thursday,Electronics,9089.92,13109.822,26219.64,18179.84,8039.8
TXN-101420,2026-03-05 20:34:00,STR-104,CUST-5086,PRD-1043,3,22540.44,0.0,67621.32,Cash,Online,,2026-03-05,2026,3,Thursday,Beauty & Care,14737.88,22540.44,67621.32,44213.64,23407.68
TXN-101421,2026-04-03 12:42:00,STR-104,CUST-5167,PRD-1002,5,14966.66,0.1,67349.97,Cash,In-Store,,2026-04-03,2026,4,Friday,Electronics,8341.07,13469.994,67349.97,41705.35,25644.62
TXN-101422,2026-06-19 13:53:00,STR-104,CUST-5045,PRD-1007,3,23951.68,0.2,57484.03,Net Banking,Online,,2026-06-19,2026,6,Friday,Clothing,15027.69,19161.344,57484.03,45083.07,12400.96
TXN-101423,2026-04-30 08:22:00,STR-107,CUST-5163,PRD-1001,4,18543.28,0.0,74173.12,Cash,In-Store,,2026-04-30,2026,4,Thursday,Clothing,13084.9,18543.28,74173.12,52339.6,21833.52
TXN-101424,2026-01-21 12:57:00,STR-109,CUST-5141,PRD-1026,1,15872.06,0.2,12697.65,Debit Card,In-Store,,2026-01-21,2026,1,Wednesday,Clothing,11621.18,12697.648000000001,12697.65,11621.18,1076.47
TXN-101425,2026-03-12 12:55:00,STR-107,CUST-5032,PRD-1028,2,6658.9,0.1,11986.02,Credit Card,Mobile App,,2026-03-12,2026,3,Thursday,Sports & Outdoors,4509.69,5993.01,11986.02,9019.38,2966.64
TXN-101426,2026-06-17 08:14:00,STR-101,CUST-5167,PRD-1011,2,20820.24,0.2,33312.38,UPI,In-Store,,2026-06-17,2026,6,Wednesday,Home & Kitchen,14413.01,16656.192000000003,33312.38,28826.02,4486.36
TXN-101427,2026-05-29 13:02:00,STR-108,CUST-5183,PRD-1043,5,22540.44,0.15,95796.87,Credit Card,In-Store,,2026-05-29,2026,5,Friday,Beauty & Care,14737.88,19159.374,95796.87,73689.4,22107.47
TXN-101428,2026-01-05 18:54:00,STR-113,CUST-5090,PRD-1045,3,14916.37,0.1,40274.2,Cash,Mobile App,,2026-01-05,2026,1,Monday,Clothing,8228.67,13424.733,40274.2,24686.01,15588.19
TXN-101429,2026-03-31 09:04:00,STR-108,CUST-5113,PRD-1002,5,14966.66,0.05,71091.63,UPI,Mobile App,,2026-03-31,2026,3,Tuesday,Electronics,8341.07,14218.327,71091.63,41705.35,29386.28
TXN-101430,2026-03-25 17:23:00,STR-113,CUST-5174,PRD-1004,2,18042.2,0.05,34280.18,Net Banking,In-Store,,2026-03-25,2026,3,Wednesday,Clothing,12833.5,17140.09,34280.18,25667.0,8613.18
TXN-101431,2026-02-06 08:20:00,STR-109,CUST-5092,PRD-1041,4,23258.31,0.1,83729.92,Debit Card,Online,,2026-02-06,2026,2,Friday,Clothing,16832.29,20932.479000000003,83729.92,67329.16,16400.76
TXN-101432,2026-03-17 17:01:00,STR-102,CUST-5094,PRD-1041,3,23258.31,0.15,59308.69,UPI,Online,,2026-03-17,2026,3,Tuesday,Clothing,16832.29,19769.5635,59308.69,50496.87,8811.82
TXN-101433,2026-01-28 17:13:00,STR-112,CUST-5080,PRD-1009,5,20274.45,0.0,101372.25,Cash,Mobile App,,2026-01-28,2026,1,Wednesday,Home & Kitchen,14553.78,20274.45,101372.25,72768.9,28603.35
TXN-101434,2026-03-30 11:24:00,STR-113,CUST-5149,PRD-1049,5,12079.91,0.2,48319.64,UPI,Mobile App,,2026-03-30,2026,3,Monday,Sports & Outdoors,8823.92,9663.928,48319.64,44119.6,4200.04
TXN-101435,2026-06-16 09:04:00,STR-114,CUST-5057,PRD-1046,2,2150.38,0.15,3655.65,Cash,Mobile App,,2026-06-16,2026,6,Tuesday,Clothing,1198.25,1827.823,3655.65,2396.5,1259.15
TXN-101436,2026-05-18 19:07:00,STR-113,CUST-5135,PRD-1036,5,22028.56,0.15,93621.38,UPI,Mobile App,,2026-05-18,2026,5,Monday,Home & Kitchen,16329.4,18724.276,93621.38,81647.0,11974.38
TXN-101437,2026-04-23 13:17:00,STR-103,CUST-5147,PRD-1030,5,3232.14,0.2,12928.56,Debit Card,In-Store,,2026-04-23,2026,4,Thursday,Home & Kitchen,2100.88,2585.712,12928.56,10504.4,2424.16
TXN-101438,2026-03-01 15:20:00,STR-111,CUST-5029,PRD-1021,2,5708.56,0.1,10275.41,Credit Card,Online,,2026-03-01,2026,3,Sunday,Home & Kitchen,3795.18,5137.704000000001,10275.41,7590.36,2685.05
TXN-101439,2026-01-21 13:35:00,STR-108,CUST-5019,PRD-1046,4,2150.38,0.1,7741.37,Debit Card,Mobile App,,2026-01-21,2026,1,Wednesday,Clothing,1198.25,1935.342,7741.37,4793.0,2948.37
TXN-101440,2026-04-25 20:26:00,STR-103,CUST-5145,PRD-1030,5,3232.14,0.05,15352.66,Credit Card,Mobile App,,2026-04-25,2026,4,Saturday,Home & Kitchen,2100.88,3070.533,15352.66,10504.4,4848.26
TXN-101441,2026-06-20 10:38:00,STR-104,CUST-5073,PRD-1015,4,9568.8,0.2,30620.16,Debit Card,Online,,2026-06-20,2026,6,Saturday,Clothing,5723.93,7655.04,30620.16,22895.72,7724.44
TXN-101442,2026-04-18 16:09:00,STR-109,CUST-5126,PRD-1007,1,23951.68,0.15,20358.93,Credit Card,In-Store,,2026-04-18,2026,4,Saturday,Clothing,15027.69,20358.928,20358.93,15027.69,5331.24
TXN-101443,2026-01-31 14:16:00,STR-112,CUST-5141,PRD-1029,1,17201.59,0.05,16341.51,Net Banking,Mobile App,,2026-01-31,2026,1,Saturday,Electronics,11585.33,16341.510499999999,16341.51,11585.33,4756.18
TXN-101444,2026-04-21 08:44:00,STR-102,CUST-5018,PRD-1006,2,17604.11,0.0,35208.22,Credit Card,Mobile App,,2026-04-21,2026,4,Tuesday,Clothing,11059.92,17604.11,35208.22,22119.84,13088.38
TXN-101445,2026-04-01 10:25:00,STR-111,CUST-5142,PRD-1033,4,21120.74,0.15,71810.52,Credit Card,Mobile App,,2026-04-01,2026,4,Wednesday,Home & Kitchen,14082.52,17952.629,71810.52,56330.08,15480.44
TXN-101446,2026-03-28 17:38:00,STR-109,CUST-5027,PRD-1018,1,17272.73,0.1,15545.46,UPI,In-Store,,2026-03-28,2026,3,Saturday,Clothing,12848.42,15545.457,15545.46,12848.42,2697.04
TXN-101447,2026-04-15 18:28:00,STR-111,CUST-5111,PRD-1047,3,13096.34,0.15,33395.67,Debit Card,Online,,2026-04-15,2026,4,Wednesday,Electronics,8041.8,11131.889,33395.67,24125.4,9270.27
TXN-101448,2026-05-31 21:59:00,STR-108,CUST-5021,PRD-1044,2,2067.7,0.05,3928.63,Credit Card,In-Store,,2026-05-31,2026,5,Sunday,Clothing,1147.24,1964.3149999999998,3928.63,2294.48,1634.15
TXN-101449,2026-06-22 18:29:00,STR-106,CUST-5082,PRD-1037,5,1918.22,0.1,8631.99,Net Banking,In-Store,,2026-06-22,2026,6,Monday,Clothing,1442.39,1726.3980000000001,8631.99,7211.95,1420.04
TXN-101450,2026-01-25 11:19:00,STR-107,CUST-5087,PRD-1032,5,19167.84,0.1,86255.28,UPI,Mobile App,,2026-01-25,2026,1,Sunday,Sports & Outdoors,12780.48,17251.056,86255.28,63902.4,22352.88
TXN-101451,2026-05-11 21:59:00,STR-106,CUST-5073,PRD-1033,5,21120.74,0.2,84482.96,Debit Card,Online,,2026-05-11,2026,5,Monday,Home & Kitchen,14082.52,16896.592,84482.96,70412.6,14070.36
TXN-101452,2026-01-11 21:47:00,STR-114,CUST-5187,PRD-1020,2,2120.69,0.05,4029.31,Credit Card,Online,,2026-01-11,2026,1,Sunday,Home & Kitchen,1611.77,2014.6554999999998,4029.31,3223.54,805.77
TXN-101453,2026-06-07 13:06:00,STR-105,CUST-5072,PRD-1033,3,21120.74,0.2,50689.78,Credit Card,In-Store,,2026-06-07,2026,6,Sunday,Home & Kitchen,14082.52,16896.592,50689.78,42247.56,8442.22
TXN-101454,2026-04-23 11:56:00,STR-102,CUST-5073,PRD-1018,3,17272.73,0.15,44045.46,Debit Card,Mobile App,,2026-04-23,2026,4,Thursday,Clothing,12848.42,14681.8205,44045.46,38545.26,5500.2
TXN-101455,2026-06-20 12:09:00,STR-101,CUST-5052,PRD-1048,1,13710.77,0.05,13025.23,Cash,Mobile App,,2026-06-20,2026,6,Saturday,Clothing,9822.0,13025.2315,13025.23,9822.0,3203.23
TXN-101456,2026-06-03 08:57:00,STR-108,CUST-5137,PRD-1048,2,13710.77,0.0,27421.54,Credit Card,In-Store,,2026-06-03,2026,6,Wednesday,Clothing,9822.0,13710.77,27421.54,19644.0,7777.54
TXN-101457,2026-02-22 12:36:00,STR-106,CUST-5187,PRD-1031,1,23868.44,0.1,21481.6,Net Banking,Mobile App,,2026-02-22,2026,2,Sunday,Electronics,17935.85,21481.595999999998,21481.6,17935.85,3545.75
TXN-101458,2026-01-29 19:45:00,STR-114,CUST-5030,PRD-1008,4,2868.65,0.1,10327.14,Net Banking,Online,,2026-01-29,2026,1,Thursday,Beauty & Care,2136.93,2581.7850000000003,10327.14,8547.72,1779.42
TXN-101459,2026-02-05 12:46:00,STR-110,CUST-5029,PRD-1031,3,23868.44,0.0,71605.32,Debit Card,In-Store,,2026-02-05,2026,2,Thursday,Electronics,17935.85,23868.44,71605.32,53807.55,17797.77
TXN-101460,2026-03-25 10:32:00,STR-105,CUST-5070,PRD-1047,2,13096.34,0.0,26192.68,Net Banking,Mobile App,,2026-03-25,2026,3,Wednesday,Electronics,8041.8,13096.34,26192.68,16083.6,10109.08
TXN-101461,2026-06-30 19:20:00,STR-114,CUST-5009,PRD-1047,5,13096.34,0.0,65481.7,Net Banking,In-Store,,2026-06-30,2026,6,Tuesday,Electronics,8041.8,13096.34,65481.7,40209.0,25272.7
TXN-101462,2026-02-18 21:35:00,STR-110,CUST-5160,PRD-1045,5,14916.37,0.1,67123.67,UPI,Mobile App,,2026-02-18,2026,2,Wednesday,Clothing,8228.67,13424.733,67123.67,41143.35,25980.32
TXN-101463,2026-02-05 17:24:00,STR-113,CUST-5056,PRD-1040,1,6993.15,0.05,6643.49,Credit Card,Online,,2026-02-05,2026,2,Thursday,Clothing,5249.48,6643.492499999999,6643.49,5249.48,1394.01
TXN-101464,2026-02-17 19:31:00,STR-104,CUST-5033,PRD-1030,2,3232.14,0.15,5494.64,Credit Card,Mobile App,,2026-02-17,2026,2,Tuesday,Home & Kitchen,2100.88,2747.319,5494.64,4201.76,1292.88
TXN-101465,2026-01-01 14:04:00,STR-107,CUST-5142,PRD-1005,5,11505.07,0.05,54649.08,Cash,In-Store,,2026-01-01,2026,1,Thursday,Clothing,7063.93,10929.816499999999,54649.08,35319.65,19329.43
TXN-101466,2026-04-18 19:16:00,STR-109,CUST-5097,PRD-1045,2,14916.37,0.0,29832.74,Cash,In-Store,,2026-04-18,2026,4,Saturday,Clothing,8228.67,14916.37,29832.74,16457.34,13375.4
TXN-101467,2026-05-16 18:11:00,STR-114,CUST-5076,PRD-1040,3,6993.15,0.15,17832.53,Credit Card,Online,,2026-05-16,2026,5,Saturday,Clothing,5249.48,5944.1775,17832.53,15748.44,2084.09
TXN-101468,2026-06-11 14:38:00,STR-105,CUST-5139,PRD-1042,4,10274.71,0.15,34934.01,Net Banking,Online,,2026-06-11,2026,6,Thursday,Home & Kitchen,7238.41,8733.503499999999,34934.01,28953.64,5980.37
TXN-101469,2026-03-15 14:28:00,STR-105,CUST-5063,PRD-1006,2,17604.11,0.0,35208.22,Net Banking,In-Store,,2026-03-15,2026,3,Sunday,Clothing,11059.92,17604.11,35208.22,22119.84,13088.38
TXN-101470,2026-06-19 09:22:00,STR-111,CUST-5101,PRD-1011,4,20820.24,0.1,74952.86,Credit Card,Online,,2026-06-19,2026,6,Friday,Home & Kitchen,14413.01,18738.216,74952.86,57652.04,17300.82
TXN-101471,2026-06-25 11:01:00,STR-104,CUST-5068,PRD-1031,5,23868.44,0.15,101440.87,Cash,In-Store,,2026-06-25,2026,6,Thursday,Electronics,17935.85,20288.174,101440.87,89679.25,11761.62
TXN-101472,2026-03-24 12:43:00,STR-105,CUST-5105,PRD-1026,1,15872.06,0.2,12697.65,Net Banking,Online,,2026-03-24,2026,3,Tuesday,Clothing,11621.18,12697.648000000001,12697.65,11621.18,1076.47
TXN-101473,2026-01-14 12:31:00,STR-111,CUST-5056,PRD-1027,4,2055.49,0.1,7399.76,Debit Card,Mobile App,,2026-01-14,2026,1,Wednesday,Sports & Outdoors,1310.93,1849.9409999999998,7399.76,5243.72,2156.04
TXN-101474,2026-04-15 11:36:00,STR-114,CUST-5042,PRD-1002,3,14966.66,0.15,38164.98,Cash,In-Store,,2026-04-15,2026,4,Wednesday,Electronics,8341.07,12721.661,38164.98,25023.21,13141.77
TXN-101475,2026-06-06 13:08:00,STR-109,CUST-5138,PRD-1049,1,12079.91,0.2,9663.93,UPI,Mobile App,,2026-06-06,2026,6,Saturday,Sports & Outdoors,8823.92,9663.928,9663.93,8823.92,840.01
TXN-101476,2026-06-30 13:58:00,STR-105,CUST-5196,PRD-1001,4,18543.28,0.0,74173.12,Cash,In-Store,,2026-06-30,2026,6,Tuesday,Clothing,13084.9,18543.28,74173.12,52339.6,21833.52
TXN-101477,2026-02-23 13:34:00,STR-103,CUST-5040,PRD-1041,1,23258.31,0.2,18606.65,Cash,Online,,2026-02-23,2026,2,Monday,Clothing,16832.29,18606.648,18606.65,16832.29,1774.36
TXN-101478,2026-02-11 13:21:00,STR-106,CUST-5055,PRD-1045,2,14916.37,0.1,26849.47,Cash,Mobile App,,2026-02-11,2026,2,Wednesday,Clothing,8228.67,13424.733,26849.47,16457.34,10392.13
TXN-101479,2026-01-06 20:33:00,STR-101,CUST-5128,PRD-1015,1,9568.8,0.0,9568.8,Net Banking,Online,,2026-01-06,2026,1,Tuesday,Clothing,5723.93,9568.8,9568.8,5723.93,3844.87
TXN-101480,2026-03-19 08:14:00,STR-110,CUST-5197,PRD-1002,2,14966.66,0.1,26939.99,Credit Card,In-Store,,2026-03-19,2026,3,Thursday,Electronics,8341.07,13469.994,26939.99,16682.14,10257.85
TXN-101481,2026-06-17 14:08:00,STR-113,CUST-5189,PRD-1017,1,11824.84,0.15,10051.11,Debit Card,In-Store,,2026-06-17,2026,6,Wednesday,Clothing,7237.84,10051.114,10051.11,7237.84,2813.27
TXN-101482,2026-06-30 20:46:00,STR-106,CUST-5005,PRD-1004,1,18042.2,0.2,14433.76,UPI,Mobile App,,2026-06-30,2026,6,Tuesday,Clothing,12833.5,14433.760000000002,14433.76,12833.5,1600.26
TXN-101483,2026-01-25 19:37:00,STR-112,CUST-5100,PRD-1034,5,9660.26,0.05,45886.24,Credit Card,Mobile App,,2026-01-25,2026,1,Sunday,Clothing,5672.08,9177.247,45886.24,28360.4,17525.84
TXN-101484,2026-05-12 19:01:00,STR-104,CUST-5070,PRD-1019,3,20633.99,0.15,52616.67,Net Banking,In-Store,,2026-05-12,2026,5,Tuesday,Clothing,15169.3,17538.8915,52616.67,45507.9,7108.77
TXN-101485,2026-05-01 14:18:00,STR-106,CUST-5023,PRD-1006,3,17604.11,0.2,42249.86,Credit Card,Online,,2026-05-01,2026,5,Friday,Clothing,11059.92,14083.288,42249.86,33179.76,9070.1
TXN-101486,2026-03-14 19:34:00,STR-108,CUST-5062,PRD-1035,3,15173.74,0.15,38693.04,Net Banking,In-Store,,2026-03-14,2026,3,Saturday,Electronics,10050.77,12897.679,38693.04,30152.31,8540.73
TXN-101487,2026-05-20 19:06:00,STR-107,CUST-5057,PRD-1031,4,23868.44,0.1,85926.38,Cash,In-Store,,2026-05-20,2026,5,Wednesday,Electronics,17935.85,21481.595999999998,85926.38,71743.4,14182.98
TXN-101488,2026-04-05 15:36:00,STR-101,CUST-5164,PRD-1025,2,12590.63,0.15,21404.07,Debit Card,Online,,2026-04-05,2026,4,Sunday,Sports & Outdoors,9113.47,10702.035499999998,21404.07,18226.94,3177.13
TXN-101489,2026-05-24 10:13:00,STR-113,CUST-5125,PRD-1009,1,20274.45,0.0,20274.45,Cash,In-Store,,2026-05-24,2026,5,Sunday,Home & Kitchen,14553.78,20274.45,20274.45,14553.78,5720.67
TXN-101490,2026-06-07 21:30:00,STR-108,CUST-5185,PRD-1005,2,11505.07,0.15,19558.62,Cash,In-Store,,2026-06-07,2026,6,Sunday,Clothing,7063.93,9779.3095,19558.62,14127.86,5430.76
TXN-101491,2026-04-16 12:47:00,STR-105,CUST-5038,PRD-1003,4,6199.42,0.1,22317.91,UPI,Online,,2026-04-16,2026,4,Thursday,Clothing,4268.08,5579.478,22317.91,17072.32,5245.59
TXN-101492,2026-04-15 21:00:00,STR-104,CUST-5176,PRD-1044,5,2067.7,0.2,8270.8,Credit Card,Mobile App,,2026-04-15,2026,4,Wednesday,Clothing,1147.24,1654.1599999999999,8270.8,5736.2,2534.6
TXN-101493,2026-03-22 18:15:00,STR-105,CUST-5118,PRD-1031,5,23868.44,0.15,101440.87,Net Banking,Mobile App,,2026-03-22,2026,3,Sunday,Electronics,17935.85,20288.174,101440.87,89679.25,11761.62
TXN-101494,2026-04-19 19:04:00,STR-106,CUST-5032,PRD-1035,1,15173.74,0.0,15173.74,UPI,In-Store,,2026-04-19,2026,4,Sunday,Electronics,10050.77,15173.74,15173.74,10050.77,5122.97
TXN-101495,2026-02-20 15:55:00,STR-101,CUST-5009,PRD-1033,1,21120.74,0.05,20064.7,Net Banking,Online,,2026-02-20,2026,2,Friday,Home & Kitchen,14082.52,20064.703,20064.7,14082.52,5982.18
TXN-101496,2026-02-05 19:55:00,STR-108,CUST-5107,PRD-1010,5,24341.31,0.15,103450.57,Net Banking,In-Store,,2026-02-05,2026,2,Thursday,Electronics,15506.95,20690.1135,103450.57,77534.75,25915.82
TXN-101497,2026-03-17 19:59:00,STR-114,CUST-5173,PRD-1018,1,17272.73,0.15,14681.82,Debit Card,Mobile App,,2026-03-17,2026,3,Tuesday,Clothing,12848.42,14681.8205,14681.82,12848.42,1833.4
TXN-101498,2026-05-25 18:10:00,STR-102,CUST-5074,PRD-1020,5,2120.69,0.1,9543.11,Cash,Mobile App,,2026-05-25,2026,5,Monday,Home & Kitchen,1611.77,1908.621,9543.1,8058.85,1484.25
TXN-101499,2026-05-13 17:16:00,STR-107,CUST-5118,PRD-1013,5,24637.91,0.1,110870.6,Credit Card,Online,,2026-05-13,2026,5,Wednesday,Home & Kitchen,18397.7,22174.119,110870.6,91988.5,18882.1
TXN-101500,2026-05-15 19:53:00,STR-107,CUST-5002,PRD-1047,2,13096.34,0.05,24883.05,Debit Card,Online,,2026-05-15,2026,5,Friday,Electronics,8041.8,12441.523,24883.05,16083.6,8799.45
TXN-101501,2026-01-18 08:19:00,STR-111,CUST-5048,PRD-1011,2,20820.24,0.15,35394.41,Credit Card,Mobile App,,2026-01-18,2026,1,Sunday,Home & Kitchen,14413.01,17697.204,35394.41,28826.02,6568.39
TXN-101502,2026-03-26 09:03:00,STR-109,CUST-5119,PRD-1006,5,17604.11,0.15,74817.47,Cash,In-Store,,2026-03-26,2026,3,Thursday,Clothing,11059.92,14963.4935,74817.47,55299.6,19517.87
TXN-101503,2026-02-27 13:40:00,STR-100,CUST-5049,PRD-1004,3,18042.2,0.2,43301.28,Debit Card,Online,,2026-02-27,2026,2,Friday,Clothing,12833.5,14433.760000000002,43301.28,38500.5,4800.78
TXN-101504,2026-04-05 17:49:00,STR-106,CUST-5065,PRD-1027,5,2055.49,0.1,9249.7,Cash,Mobile App,,2026-04-05,2026,4,Sunday,Sports & Outdoors,1310.93,1849.9409999999998,9249.7,6554.65,2695.05
TXN-101505,2026-06-01 10:06:00,STR-111,CUST-5055,PRD-1041,2,23258.31,0.0,46516.62,Debit Card,In-Store,,2026-06-01,2026,6,Monday,Clothing,16832.29,23258.31,46516.62,33664.58,12852.04
TXN-101506,2026-02-02 20:33:00,STR-109,CUST-5165,PRD-1016,5,15423.32,0.0,77116.6,Net Banking,Online,,2026-02-02,2026,2,Monday,Electronics,9089.92,15423.32,77116.6,45449.6,31667.0
TXN-101507,2026-03-12 20:47:00,STR-113,CUST-5157,PRD-1036,5,22028.56,0.2,88114.24,Net Banking,In-Store,,2026-03-12,2026,3,Thursday,Home & Kitchen,16329.4,17622.848,88114.24,81647.0,6467.24
TXN-101508,2026-02-25 09:59:00,STR-112,CUST-5157,PRD-1010,1,24341.31,0.05,23124.24,Credit Card,In-Store,,2026-02-25,2026,2,Wednesday,Electronics,15506.95,23124.2445,23124.24,15506.95,7617.29
TXN-101509,2026-03-24 09:57:00,STR-100,CUST-5035,PRD-1010,4,24341.31,0.0,97365.24,Cash,Online,,2026-03-24,2026,3,Tuesday,Electronics,15506.95,24341.31,97365.24,62027.8,35337.44
TXN-101510,2026-03-19 16:48:00,STR-101,CUST-5061,PRD-1027,4,2055.49,0.1,7399.76,Cash,Online,,2026-03-19,2026,3,Thursday,Sports & Outdoors,1310.93,1849.9409999999998,7399.76,5243.72,2156.04
TXN-101511,2026-04-01 12:53:00,STR-108,CUST-5081,PRD-1024,4,9368.27,0.15,31852.12,Cash,In-Store,,2026-04-01,2026,4,Wednesday,Beauty & Care,7301.49,7963.029500000001,31852.12,29205.96,2646.16
TXN-101512,2026-06-12 21:17:00,STR-111,CUST-5036,PRD-1038,2,18431.47,0.05,35019.79,Net Banking,Mobile App,,2026-06-12,2026,6,Friday,Electronics,13596.63,17509.8965,35019.79,27193.26,7826.53
TXN-101513,2026-06-25 09:35:00,STR-114,CUST-5111,PRD-1028,4,6658.9,0.1,23972.04,Debit Card,In-Store,,2026-06-25,2026,6,Thursday,Sports & Outdoors,4509.69,5993.01,23972.04,18038.76,5933.28
